Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Apr_2024;CP_Apr_2025;%CP;Sus_Apr_2024;Sus_Apr_2025;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Apr_2025;Conc100_Apr_2025;TPSent_12_meses;TPCPL_Apr_2025;TC_Apr_2025;IAD_12_meses
TJSP;59213;SAO PAULO;SP;09 CIVEL DE SANTO AMARO;G1, JE;12.010;12.831;6,8%;4.975;6.358;27,8%;7.055;6.395;10.499;36.616;4.117;1.826;1.871;13;9 meses;1 ano e 6 meses;50%;91%
TJSP;10607;SAO PAULO;SP;01 VARA JUIZADO ESPECIAL CIVEL DE CENTRAL;G1, JE;16.732;17.118;2,3%;2.159;1.906;-11,7%;19.094;18.506;1.163;39.682;10.042;8.451;2.489;70;6 meses;1 ano e 6 meses;45%;97%
TJSP;70884;SAO PAULO;SP;37ª CÂMARA DE DIREITO PRIVADO;G2;7.398;8.875;20%;2.070;2.309;11,5%;14.588;9.907;10.905;9.457;581;614;1.086;606;2 meses;1 ano e 6 meses;40%;68%
TJSP;70855;SAO PAULO;SP;8ª CÂMARA DE DIREITO PRIVADO;G2;11.410;14.516;27,2%;1.347;1.435;6,5%;20.000;15.830;17.846;15.595;1.380;1.117;2.402;894;3 meses;1 ano e 6 meses;45%;79%
TJSP;85546;SOROCABA;SP;CEJUSC - PRE-PROCESSUAL;G1;16;15;-6,2%;0;0;;1;1;0;0;1;0;14;0;5 anos e 1 Mes;1 ano e 6 meses;94%;100%
TJSP;9865;MAIRINQUE;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MAIRINQUE;G1, JE;1.658;1.627;-1,9%;115;164;42,6%;1.053;1.115;2.353;1.196;698;121;140;29;1 ano e 4 meses;1 ano e 6 meses;57%;106%
TJSP;72837;ARARAQUARA;SP;06 CIVEL DE ARARAQUARA;G1, JE;4.376;5.147;17,6%;2.054;2.289;11,4%;2.263;1.393;3.198;7.122;987;366;290;10;1 ano;1 ano e 6 meses;67%;62%
TJSP;85556;UBATUBA;SP;CEJUSC - PRE-PROCESSUAL;G1;24;32;33,3%;0;0;;15;7;0;3;13;0;30;1;1 Mes;1 ano e 6 meses;82%;47%
TJSP;85476;MONTE ALTO;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;6;6;2;0;0;0;1;0;;1 ano e 6 meses;14%;100%
TJSP;10546;SAO PAULO;SP;03 VARA DE ACIDENTES DO TRABALHO CENTRAL;G1;2.869;4.738;65,1%;142;468;229,6%;6.046;6.611;9.857;10.521;3.226;276;775;32;11 meses;1 ano e 6 meses;39%;109%
TJSP;85471;MOCOCA;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;3;200%;0;0;;12;10;0;0;0;0;1;0;;1 ano e 5 meses;23%;83%
TJSP;9387;BAURU;SP;02 CRIMINAL DE BAURU;G1, JE;1.550;1.515;-2,3%;506;441;-12,8%;807;840;4.410;1.372;718;17;190;11;1 ano e 8 meses;1 ano e 5 meses;56%;104%
TJSP;79433;CESARIO LANGE;SP;VARA ÚNICA DE CESÁRIO LANGE;G1, JE;3.392;3.800;12%;452;588;30,1%;1.724;1.385;320;7.381;982;202;1.169;19;1 ano;1 ano e 5 meses;70%;80%
TJSP;71073;SAO PAULO;SP;13º GRUPO DE CÂMARAS DE DIREITO PRIVADO;G2;49;48;-2%;0;0;;40;44;40;132;5;9;6;1;6 meses;1 ano e 5 meses;52%;110%
TJSP;9732;ITAPETININGA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE ITAPETININGA;G1, JE;4.561;5.860;28,5%;244;211;-13,5%;7.829;6.649;22.274;10.546;4.939;1.020;1.684;23;5 meses;1 ano e 5 meses;46%;85%
TJSP;59215;SAO PAULO;SP;10 CIVEL DE SANTO AMARO;G1, JE;12.376;13.881;12,2%;5.160;6.489;25,8%;7.001;5.896;13.491;33.990;4.276;1.955;2.111;19;9 meses;1 ano e 5 meses;56%;84%
TJSP;10331;SAO JOAQUIM DA BARRA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE SAO JOAQUIM DA BARRA;G1, JE;2.679;2.193;-18,1%;275;301;9,5%;2.696;3.193;2.144;5.532;2.648;554;274;14;9 meses;1 ano e 5 meses;37%;118%
TJSP;10116;PRAIA GRANDE;SP;VARA JUIZADO ESP. CIVEL CRIM. DE PRAIA GRANDE;G1, JE;6.398;6.882;7,6%;192;283;47,4%;4.522;4.010;6.628;5.821;2.042;1.448;906;71;1 ano e 1 Mes;1 ano e 5 meses;62%;89%
TJSP;81233;SANTANA DE PARNAIBA;SP;2 VARA CIVEL DE SANTANA DE PARNAÍBA;G1, JE;6.015;6.258;4%;262;284;8,4%;3.467;3.293;600;14.738;2.310;685;836;27;1 ano e 3 meses;1 ano e 5 meses;64%;95%
TJSP;9692;IGARAPAVA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE IGARAPAVA;G1, JE;1.044;1.116;6,9%;256;119;-53,5%;894;907;271;1.622;789;150;105;62;3 anos e 5 meses;1 ano e 5 meses;52%;101%
TJSP;10160;RIBEIRAO BONITO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE RIBEIRAO BONITO;G1, JE;1.850;1.649;-10,9%;446;413;-7,4%;1.047;1.261;3.029;1.134;613;71;191;34;1 ano;1 ano e 5 meses;44%;120%
TJSP;74364;VINHEDO;SP;3 CUMULATIVA DE VINHEDO;G1, JE;2.728;3.029;11%;764;937;22,6%;1.799;1.536;581;7.469;1.331;183;444;40;1 ano e 3 meses;1 ano e 5 meses;58%;85%
TJSP;17556;CAMPINAS;SP;02 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO PAC METROCAMP DE CAMPINAS;G1, JE;1.863;2.661;42,8%;53;90;69,8%;1.354;89;99;869;146;23;1.571;64;5 meses;1 ano e 5 meses;97%;7%
TJSP;81234;SANTANA DE PARNAIBA;SP;3 VARA CIVEL DE SANTANA DE PARNAÍBA;G1, JE;5.830;6.315;8,3%;272;363;33,5%;3.427;3.036;485;14.415;2.092;749;775;35;1 ano e 2 meses;1 ano e 5 meses;66%;89%
TJSP;10065;PIRACICABA;SP;01 CRIMINAL DE PIRACICABA;G1, JE;1.308;1.364;4,3%;643;739;14,9%;800;789;2.392;3.488;535;3;134;2;1 ano e 7 meses;1 ano e 5 meses;44%;99%
TJSP;10878;MONTE APRAZIVEL;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MONTE APRAZIVEL;G1, JE;1.067;1.289;20,8%;237;21;-91,1%;1.152;938;1.874;1.285;773;291;217;5;1 ano e 11 meses;1 ano e 5 meses;57%;81%
TJSP;17560;ITAPETININGA;SP;01 FAMILIA SUCESSOES DE ITAPETININGA;G1;2.237;2.304;3%;449;536;19,4%;1.495;1.378;2.605;5.400;952;216;303;2;1 ano e 1 Mes;1 ano e 5 meses;56%;92%
TJSP;74689;ASSIS;SP;VARA PLANTÃO DA 26ª C J - ASSIS;G1, JE;196;192;-2%;94;97;3,2%;347;3;14;327;0;0;43;0;;1 ano e 5 meses;97%;1%
TJSP;85088;ITAQUAQUECETUBA;SP;VARA DA FAMILIA E DAS SUCESSÕES DA COMARCA DE ITAQUAQUECETUBA;G1;9.023;9.438;4,6%;275;406;47,6%;3.848;3.801;5.386;10.517;2.727;1.118;615;0;2 anos e 7 meses;1 ano e 5 meses;70%;99%
TJSP;10350;SAO JOSE DO RIO PRETO;SP;1ª VARA JUIZADO ESPECIAL CIVEL DE SAO JOSE DO RIO PRETO;G1, JE;26.231;24.741;-5,7%;6.537;6.842;4,7%;12.007;13.561;1.279;26.441;10.919;4.017;2.802;11;10 meses;1 ano e 5 meses;57%;113%
TJSP;15597;FERRAZ DE VASCONCELOS;SP;VARA JUIZADO ESP. CIVEL CRIM. DE FERRAZ DE VASCONCELOS;G1, JE;3.487;3.919;12,4%;685;751;9,6%;3.212;2.894;9.769;3.346;1.969;544;342;21;9 meses;1 ano e 5 meses;52%;90%
TJSP;10850;SAO PAULO;SP;VARA JUIZADO ESPECIAL CIVEL DE ITAQUERA;G1, JE;11.425;14.474;26,7%;283;289;2,1%;12.584;9.486;21.503;9.413;7.238;2.300;3.118;823;7 meses;1 ano e 5 meses;60%;75%
TJSP;72305;LUCELIA;SP;02 CUMULATIVA DE LUCELIA;G1, JE;1.752;1.917;9,4%;432;550;27,3%;1.760;1.616;5.787;4.110;1.139;169;244;0;8 meses;1 ano e 5 meses;46%;92%
TJSP;18333;MOGI DAS CRUZES;SP;INFANCIA E JUVENTUDE DE MOGI DAS CRUZES;G1;1.507;1.633;8,4%;44;80;81,8%;1.653;1.537;5.744;1.789;998;257;350;1;7 meses;1 ano e 5 meses;50%;93%
TJSP;74281;RIO GRANDE DA SERRA;SP;JUIZADO ESPECIAL CIVEL DE RIO GRANDE DA SERRA;G1, JE;1.137;1.241;9,1%;27;33;22,2%;639;559;456;774;418;112;448;9;1 ano e 2 meses;1 ano e 5 meses;68%;87%
TJSP;18317;SANTA BARBARA D OESTE;SP;02 CRIMINAL DE SANTA BARBARA D OESTE;G1, JE;896;1.103;23,1%;162;174;7,4%;862;763;1.816;2.299;733;47;274;4;9 meses;1 ano e 5 meses;55%;89%
TJSP;85489;OUROESTE;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;3;200%;0;0;;55;53;0;0;0;0;1;0;;1 ano e 5 meses;5%;96%
TJSP;9946;MACAUBAL;SP;VARA UNICA DE MACAUBAL;G1, JE;2.652;2.473;-6,7%;658;430;-34,7%;1.949;2.179;4.364;4.365;1.394;818;347;2;3 anos;1 ano e 5 meses;48%;112%
TJSP;9899;MIRACATU;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MIRACATU;G1, JE;446;581;30,3%;47;57;21,3%;478;342;1.484;485;259;21;89;4;8 meses;1 ano e 5 meses;58%;72%
TJSP;16269;PIRACICABA;SP;INFANCIA JUVENTUDE DE PIRACICABA;G1;1.263;1.651;30,7%;29;31;6,9%;1.359;932;2.771;2.576;476;244;325;4;9 meses;1 ano e 5 meses;63%;69%
TJSP;59928;SAO PAULO;SP;02 VARA JUIZADO ESPECIAL CIVEL DE SANTO AMARO;G1, JE;11.068;9.941;-10,2%;850;1.125;32,4%;10.172;10.650;2.265;15.164;5.529;3.211;1.493;15;9 meses;1 ano e 5 meses;45%;105%
TJSP;9506;CARDOSO;SP;VARA UNICA DE CARDOSO;G1, JE;4.202;4.359;3,7%;932;1.053;13%;3.823;3.621;12.008;7.618;2.638;548;410;10;1 ano;1 ano e 5 meses;47%;95%
TJSP;10265;SANTOS;SP;01 VARA JUIZADO ESPECIAL CIVEL DE SANTOS;G1, JE;3.491;4.206;20,5%;294;337;14,6%;3.451;2.880;12.193;2.680;1.991;514;638;170;8 meses;1 ano e 5 meses;57%;83%
TJSP;11328;ARUJA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE ARUJA;G1, JE;2.574;2.807;9,1%;159;186;17%;1.922;1.672;6.214;2.916;1.166;316;551;30;1 ano;1 ano e 5 meses;61%;87%
TJSP;59943;ITABERA;SP;JUIZADO ESPECIAL CIVEL E CRIMINAL DE ITABERA;G1, JE;391;527;34,8%;65;67;3,1%;574;471;386;1.294;351;74;76;2;5 meses;1 ano e 5 meses;45%;82%
TJSP;59925;BAURU;SP;01 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO POUPATEMPO DE BAURU;G1, JE;2.457;742;-69,8%;205;13;-93,7%;1.858;2.009;8.320;2.196;1.847;417;117;13;7 meses;1 ano e 5 meses;26%;108%
TJSP;10216;SANTA CRUZ DAS PALMEIRAS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE SANTA CRUZ DAS PALMEIRAS;G1, JE;1.441;1.421;-1,4%;102;81;-20,6%;1.109;1.115;1.404;1.734;889;109;315;3;10 meses;1 ano e 5 meses;54%;101%
TJSP;9883;MARTINOPOLIS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MARTINOPOLIS;G1, JE;1.282;1.419;10,7%;184;132;-28,3%;1.216;1.142;2.351;1.811;858;120;202;41;1 ano;1 ano e 5 meses;53%;94%
TJSP;9746;ITAPORANGA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ITAPORANGA;G1, JE;1.194;866;-27,5%;33;22;-33,3%;530;845;542;1.127;526;305;120;11;1 ano e 1 Mes;1 ano e 5 meses;49%;159%
TJSP;10787;VOTUPORANGA;SP;04 VARA CÍVEL DA COMARCA DE VOTUPORANGA;G1, JE;3.405;4.386;28,8%;1.111;1.354;21,9%;2.963;2.117;13.418;5.081;1.546;393;692;7;6 meses;1 ano e 5 meses;59%;71%
TJSP;9486;CANDIDO MOTA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE CANDIDO MOTA;G1, JE;1.194;877;-26,5%;69;6;-91,3%;884;1.209;2.444;644;833;233;123;20;1 ano;1 ano e 5 meses;42%;137%
TJSP;59942;CABREUVA;SP;JUIZADO ESPECIAL CIVEL E CRIMINAL DE CABREUVA;G1, JE;1.140;1.488;30,5%;33;58;75,8%;882;539;2.585;881;387;81;166;26;1 ano;1 ano e 5 meses;73%;61%
TJSP;9957;NOVA GRANADA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE NOVA GRANADA;G1, JE;1.280;1.237;-3,4%;479;418;-12,7%;1.186;1.270;1.498;2.947;1.031;113;186;0;1 ano e 5 meses;1 ano e 4 meses;39%;107%
TJSP;9569;DOIS CORREGOS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE DOIS CORREGOS;G1, JE;703;909;29,3%;51;57;11,8%;864;661;1.755;357;466;131;213;4;8 meses;1 ano e 4 meses;56%;77%
TJSP;10753;TUPÃ;SP;CRIMINAL DE TUPA;G1, JE;1.628;1.745;7,2%;627;723;15,3%;1.198;1.167;8.245;3.627;963;10;122;3;1 ano;1 ano e 4 meses;46%;97%
TJSP;9738;ITAPEVI;SP;VARA JUIZADO ESP. CIVEL CRIM. DE ITAPEVI;G1, JE;4.064;3.348;-17,6%;65;56;-13,8%;3.646;4.296;203;13.464;2.195;754;339;22;10 meses;1 ano e 4 meses;43%;118%
TJSP;70941;SAO PAULO;SP;7ª CÂMARA DE DIREITO CRIMINAL;G2;3.341;4.217;26,2%;23;35;52,2%;10.938;10.081;11.156;9.925;1.407;279;830;248;2 meses;1 ano e 4 meses;29%;92%
TJSP;9606;FRANCA;SP;01 FAMILIA SUCESSOES DE FRANCA;G1;3.461;3.734;7,9%;993;1.114;12,2%;2.778;2.505;11.193;3.860;2.089;389;849;1;8 meses;1 ano e 4 meses;51%;90%
TJSP;9593;FERNANDOPOLIS;SP;02 CIVEL DE FERNANDOPOLIS;G1, JE;4.124;4.752;15,2%;1.468;1.669;13,7%;3.303;2.509;7.499;8.422;1.929;330;611;3;9 meses;1 ano e 4 meses;54%;76%
TJSP;17878;GUARULHOS;SP;02 INFANCIA JUVENTUDE - PROTETIVA E CIVEL DE GUARULHOS;G1, JE;1.700;2.672;57,2%;11;8;-27,3%;3.574;2.629;5.256;5.405;2.079;461;586;7;5 meses;1 ano e 4 meses;50%;74%
TJSP;59216;SAO PAULO;SP;10 FAMILIA SUCESSOES DE SANTO AMARO;G1;3.736;4.242;13,5%;711;437;-38,5%;2.407;2.046;4.390;12.721;1.551;457;448;4;1 ano e 1 Mes;1 ano e 4 meses;65%;85%
TJSP;10911;SAO JOAO DA BOA VISTA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE SAO JOAO DA BOA VISTA - INATIVO;G1, JE;2.820;3.138;11,3%;248;117;-52,8%;2.570;2.449;2.074;6.481;2.541;362;333;13;1 ano e 2 meses;1 ano e 4 meses;55%;95%
TJSP;9576;ELDORADO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ELDORADO;G1, JE;570;625;9,6%;13;29;123,1%;659;622;896;483;358;58;89;3;7 meses;1 ano e 4 meses;49%;94%
TJSP;9761;ITATIBA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE ITATIBA;G1, JE;1.833;1.999;9,1%;117;173;47,9%;2.352;2.207;631;4.839;1.636;513;945;11;3 meses;1 ano e 4 meses;45%;94%
TJSP;10057;PIRACAIA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PIRACAIA;G1, JE;1.166;1.289;10,5%;49;43;-12,2%;1.415;1.250;960;2.973;1.072;179;212;22;1 ano e 3 meses;1 ano e 4 meses;49%;88%
TJSP;16513;CAMPINAS;SP;JUIZADO ESPECIAL CRIMINAL DE CAMPINAS;JE;1.195;1.541;29%;23;10;-56,5%;1.316;1.042;3.008;813;809;1;529;47;9 meses;1 ano e 4 meses;60%;79%
TJSP;10658;SERRANA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE SERRANA;G1, JE;1.212;1.453;19,9%;231;205;-11,3%;1.005;786;2.074;773;568;108;198;13;1 ano e 1 Mes;1 ano e 4 meses;61%;78%
TJSP;9582;Embu-Guaçu;SP;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE EMBU-GUAÇU;G1, JE;809;838;3,6%;36;24;-33,3%;915;919;1.544;1.874;673;144;253;13;9 meses;1 ano e 4 meses;47%;100%
TJSP;74740;SAO JOAO DA BOA VISTA;SP;VARA PLANTÃO DA 50ª C J - SÃO JOÃO DA BOA VISTA;G1, JE;244;324;32,8%;138;203;47,1%;261;0;5;254;0;0;68;0;;1 ano e 4 meses;100%;0%
TJSP;86701;APARECIDA;SP;SETOR DAS EXECUCOES FISCAIS DA COMARCA DE APARECIDA;G1;12.007;4.142;-65,5%;4.311;1.391;-67,7%;4.401;12.641;2.660;4.418;2.054;9.495;490;9;2 anos e 3 meses;1 ano e 4 meses;18%;287%
TJSP;9592;FERNANDOPOLIS;SP;01 CIVEL DE FERNANDOPOLIS;G1, JE;3.422;4.035;17,9%;1.414;1.615;14,2%;3.314;2.690;15.239;5.191;1.946;427;744;1;6 meses;1 ano e 4 meses;47%;81%
TJSP;10166;RIBEIRAO PIRES;SP;VARA JUIZADO ESP. CIVEL CRIM. DE RIBEIRAO PIRES;G1, JE;2.246;2.460;9,5%;127;129;1,6%;1.943;1.702;3.098;1.882;1.253;292;396;12;10 meses;1 ano e 4 meses;58%;88%
TJSP;17999;LENCOIS PAULISTA;SP;03 CUMULATIVA DE LENCOIS PAULISTA;G1, JE;2.547;3.080;20,9%;495;545;10,1%;2.382;1.858;3.220;6.337;1.324;411;606;49;7 meses;1 ano e 4 meses;57%;78%
TJSP;9403;BIRIGUI;SP;VARA JUIZADO ESP. CIVEL CRIM. DE BIRIGUI;G1, JE;4.638;4.803;3,6%;1.194;424;-64,5%;4.244;4.126;8.235;4.892;3.002;769;808;81;2 anos e 1 Mes;1 ano e 4 meses;51%;97%
TJSP;10817;BEBEDOURO;SP;VARA JUIZADO ESP. CIVEL CRIM. - JIT - ANEXO FAFIBE DE BEBEDOURO - INATIVO;G1, JE;258;88;-65,9%;1;1;0%;117;285;339;224;158;51;32;0;7 meses;1 ano e 4 meses;23%;244%
TJSP;59204;CARAPICUIBA;SP;04 CIVEL DE CARAPICUIBA;G1, JE;5.506;6.015;9,2%;1.142;1.311;14,8%;3.869;3.358;165;17.121;2.246;1.053;1.106;20;1 ano e 1 Mes;1 ano e 4 meses;58%;87%
TJSP;9316;ARARAQUARA;SP;FAZENDA PUBLICA DE ARARAQUARA;G1, JE;6.725;5.338;-20,6%;1.555;1.289;-17,1%;3.751;3.907;15.333;4.760;2.822;312;560;13;1 ano e 7 meses;1 ano e 4 meses;51%;104%
TJSP;86422;ITAI;SP;SETOR DAS EXECUÇÕES FISCAIS DE ITAÍ;G1;23.246;19.979;-14,1%;19.295;18.088;-6,3%;8;3.129;14.104;7.874;1.486;325;848;3;6 anos e 5 meses;1 ano e 4 meses;37%;39.112%
TJSP;74446;RIBEIRAO PRETO;SP;01 VARA DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DE RIBEIRAO PRETO;G1, JE;2.789;4.816;72,7%;988;2.856;189,1%;2.711;1.461;3.613;9.011;456;2;324;12;2 anos e 1 Mes;1 ano e 4 meses;57%;54%
TJSP;70848;SAO PAULO;SP;1ª CÂMARA DE DIREITO PRIVADO;G2;11.265;14.193;26%;1.197;1.290;7,8%;17.580;13.599;14.248;14.204;1.634;1.938;2.094;999;4 meses;1 ano e 4 meses;49%;77%
TJSP;74688;ARARAQUARA;SP;VARA PLANTÃO DA 13ª C J - ARARAQUARA;G1, JE;422;487;15,4%;261;379;45,2%;417;2;15;398;3;0;26;4;0 anos;1 ano e 4 meses;98%;0%
TJSP;10853;JAU;SP;VARA JUIZADO ESP. CIVEL CRIM. DE JAU;G1, JE;11.222;11.986;6,8%;1.697;861;-49,3%;11.910;11.349;8.937;15.230;8.426;1.322;1.820;26;1 ano e 4 meses;1 ano e 4 meses;49%;95%
TJSP;74692;BATATAIS;SP;VARA PLANTÃO DA 39ª C J - BATATAIS;G1, JE;123;148;20,3%;44;82;86,4%;152;0;9;162;0;0;18;0;;1 ano e 4 meses;100%;0%
TJSP;10048;PIEDADE;SP;JUIZADO ESPECIAL CIVEL DE PIEDADE;G1, JE;974;1.142;17,2%;54;53;-1,9%;929;802;2.563;662;547;140;59;21;1 ano;1 ano e 4 meses;58%;86%
TJSP;74444;CONCHAL;SP;JUIZADO ESPECIAL CIVEL DE CONCHAL;G1, JE;606;681;12,4%;19;3;-84,2%;515;440;591;860;268;122;208;4;1 ano e 2 meses;1 ano e 4 meses;61%;85%
TJSP;87834;RIO CLARO;SP;SETOR DAS EXECUÇÕES FISCAIS DA COMARCA DE RIO CLARO;G1;45.052;39.646;-12%;4.116;3.794;-7,8%;1.852;7.431;3.669;2.009;4.655;4.130;14.289;1.271;8 anos e 11 meses;1 ano e 4 meses;83%;401%
TJSP;82909;SANTANA DE PARNAIBA;SP;ANEXO VIOL. DOMEST. E FAM. CONTRA A MULHER DE SANTANA DE PARNAIBA;G1, JE;1.628;2.011;23,5%;510;769;50,8%;831;473;2.134;2.790;177;5;266;6;2 anos e 7 meses;1 ano e 4 meses;72%;57%
TJSP;79442;SAO PAULO;SP;15 CIVEL DE SANTO AMARO;G1, JE;10.606;9.299;-12,3%;1.062;2.372;123,4%;5.938;6.970;3.747;17.399;3.195;2.170;1.036;13;10 meses;1 ano e 4 meses;50%;117%
TJSP;72307;MAUA;SP;02 FAMILIA SUCESSOES DE MAUA;G1;3.078;2.651;-13,9%;628;320;-49%;2.410;2.859;7.275;7.156;2.085;705;496;3;1 ano e 3 meses;1 ano e 4 meses;45%;119%
TJSP;9706;IPAUSSU;SP;JUIZADO ESPECIAL CIVEL CRIM. DE IPAUSSU;G1, JE;2.330;2.304;-1,1%;645;556;-13,8%;1.622;1.683;3.185;3.470;1.180;218;252;7;1 ano e 4 meses;1 ano e 4 meses;51%;104%
TJSP;10889;PRESIDENTE PRUDENTE;SP;VARA JUIZADO ESPECIAL CIVEL DE PRESIDENTE PRUDENTE;G1, JE;7.864;9.509;20,9%;56;73;30,4%;7.171;5.661;12.173;8.381;4.814;2.253;1.462;36;11 meses;1 ano e 4 meses;63%;79%
TJSP;70849;SAO PAULO;SP;2ª CÂMARA DE DIREITO PRIVADO;G2;12.794;15.020;17,4%;921;1.036;12,5%;20.676;17.464;18.550;17.304;1.648;1.368;2.543;1.003;3 meses;1 ano e 4 meses;44%;84%
TJSP;9810;JOSE BONIFACIO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE JOSE BONIFACIO;G1, JE;3.090;2.707;-12,4%;524;59;-88,7%;3.352;3.716;5.489;3.880;2.630;656;449;11;1 ano e 5 meses;1 ano e 4 meses;42%;111%
TJSP;83702;SAO BERNARDO DO CAMPO;SP;VARA DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE SÃO BERNARDO DO CAMPO;G1, JE;5.193;6.054;16,6%;2.356;3.231;37,1%;2.246;1.839;3.696;4.743;1.046;590;485;0;1 ano e 11 meses;1 ano e 4 meses;61%;82%
TJSP;76604;SAO PAULO;SP;04 VARA DO JUIZADO ESP.DA FAZENDA PUBLICA DE CENTRAL;G1, JE;15.044;18.428;22,5%;2.679;1.296;-51,6%;11.767;9.862;16.262;27.410;12.753;947;1.278;29;1 ano;1 ano e 4 meses;63%;84%
TJSP;59208;JALES;SP;03 VARA CIVEL DE JALES;G1, JE;3.057;3.405;11,4%;563;651;15,6%;2.466;2.215;7.700;5.480;1.622;460;516;14;1 ano e 2 meses;1 ano e 4 meses;55%;90%
TJSP;9278;ANDRADINA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE ANDRADINA;G1, JE;3.065;2.720;-11,3%;439;453;3,2%;3.663;4.062;9.181;6.055;2.596;990;413;6;5 meses;1 ano e 4 meses;36%;111%
TJSP;11377;GUARAREMA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE GUARAREMA;G1, JE;1.200;1.254;4,5%;265;276;4,2%;1.125;1.044;3.723;1.967;587;323;135;6;1 ano;1 ano e 4 meses;47%;93%
TJSP;10375;SAO LUIS DO PARAITINGA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE SAO LUIS DO PARAITINGA;G1, JE;571;596;4,4%;24;21;-12,5%;553;522;1.364;666;442;56;122;4;6 meses;1 ano e 4 meses;49%;94%
TJSP;9869;MARACAI;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MARACAI;G1, JE;834;472;-43,4%;95;47;-50,5%;599;951;2.515;528;534;178;70;4;1 ano e 1 Mes;1 ano e 4 meses;31%;159%
TJSP;80282;RIO CLARO;SP;ANEXO DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DE RIO CLARO;G1, JE;1.828;1.603;-12,3%;178;413;132%;869;1.304;2.539;2.474;610;2;146;2;2 anos e 5 meses;1 ano e 4 meses;48%;150%
TJSP;10767;VALINHOS;SP;VARA JUIZADO ESP. CIVEL CRIM. DE VALINHOS;G1, JE;4.223;4.227;0,1%;1.598;1.403;-12,2%;2.927;2.969;6.818;3.294;1.897;347;221;14;1 ano e 1 Mes;1 ano e 4 meses;48%;101%
TJSP;10860;JUNDIAI;SP;VARA JUIZADO ESPECIAL CIVEL DE JUNDIAI;G1, JE;12.991;12.144;-6,5%;3.983;3.327;-16,5%;7.410;8.312;4.544;13.072;6.169;2.303;1.137;26;1 ano e 10 meses;1 ano e 4 meses;51%;112%
TJSP;76893;FRANCO DA ROCHA;SP;CEJUSC - PRÉ-PROCESSUAL;G1;4;7;75%;0;0;;191;188;2;0;1;0;4;0;0 anos;1 ano e 4 meses;4%;98%
TJSP;83841;SAO PAULO;SP;4 VARA DA FAMILIA E SUCESSOES DO FORO REGIONAL XII - NOSSA SENHORA DO O;G1;3.830;4.067;6,2%;289;365;26,3%;2.163;2.078;1.561;7.626;1.738;451;690;6;1 ano e 8 meses;1 ano e 4 meses;64%;96%
TJSP;9431;BROTAS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE BROTAS;G1, JE;2.174;2.265;4,2%;1.194;1.210;1,3%;1.471;1.405;379;2.069;996;187;278;6;1 ano e 1 Mes;1 ano e 4 meses;42%;96%
TJSP;9904;MIRANDOPOLIS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MIRANDOPOLIS;G1, JE;3.626;3.620;-0,2%;961;641;-33,3%;3.710;3.709;8.321;4.258;2.867;435;535;14;1 ano e 5 meses;1 ano e 4 meses;44%;100%
TJSP;10917;ILHABELA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ILHABELA;G1, JE;1.172;1.280;9,2%;73;91;24,7%;1.330;1.234;2.542;1.483;1.001;85;169;57;8 meses;1 ano e 4 meses;49%;93%
